Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy
"Washington, DC metro area",September 2016,All Residential,Metro,False,DC,0.989131477,0.1%,0.3%,6045,-15.1%,7.0%,17299,0.9%,-15.3%,35,3,-5,$363K,-2.9%,3.7%,7276,7.5%,0.5%
"Washington, DC metro area",June 2017,All Residential,Metro,False,DC,0.993439174,-0.1%,0.2%,8639,9.6%,6.0%,16474,3.6%,-9.5%,18,3,-4,$405K,1.3%,3.6%,9451,-4.7%,9.7%
"Chicago, IL metro area",October 2015,All Residential,Metro,False,IL,0.966014666,-0.2%,0.1%,8212,-4.1%,2.6%,34512,-4.6%,-4.7%,51,5,1,$200K,-4.8%,6.7%,9328,-9.0%,-2.7%
"Chicago, IL metro area",May 2020,All Residential,Metro,False,IL,0.972281065,-0.5%,-0.5%,6413,-12.2%,-39.0%,23787,-1.2%,-25.0%,28,3,-2,$265K,-3.6%,0.8%,10320,47.4%,-28.9%
"Boston, MA metro area",May 2012,All Residential,Metro,False,MA,0.971990765,0.6%,0.8%,4247,30.1%,28.8%,25570,3.1%,-6.7%,92,-16,-5,$340K,5.2%,3.0%,6309,-6.1%,-6.2%
"Boston, MA metro area",June 2018,All Residential,Metro,False,MA,1.012342868,-0.1%,0.1%,6256,42.8%,-2.8%,9102,2.9%,2.8%,9,0,1,$515K,3.2%,7.9%,6786,-18.0%,0.6%
"Boston, MA metro area",December 2018,All Residential,Metro,False,MA,0.987868990,-0.5%,-0.6%,3644,-18.2%,-7.9%,6671,-23.8%,25.6%,23,6,2,$453K,-4.6%,-0.4%,1638,-51.9%,-3.1%
"Boston, MA metro area",April 2020,All Residential,Metro,False,MA,1.004461721,0.5%,0.7%,3118,-1.8%,-16.5%,7137,1.7%,-15.9%,20,-4,6,$536K,2.2%,10.5%,3200,-37.7%,-54.2%
"Boston, MA metro area",June 2020,All Residential,Metro,False,MA,0.998849354,0.2%,-0.4%,4053,33.3%,-28.2%,8444,3.8%,-28.4%,21,0,12,$540K,1.9%,1.9%,6738,23.5%,3.3%
"Philadelphia, PA metro area",April 2012,All Residential,Metro,False,PA,0.939867086,0.9%,0.7%,1424,1.4%,7.1%,11937,1.5%,-8.4%,76,-18,-16,$150K,9.1%,9.9%,2791,-10.5%,-8.0%
"Philadelphia, PA metro area",August 2014,All Residential,Metro,False,PA,0.950659342,-0.3%,0.2%,1918,-4.8%,-1.5%,12016,-0.8%,8.0%,44,9,-9,$171K,0.7%,2.8%,2522,-12.1%,4.0%
"Philadelphia, PA metro area",April 2020,All Residential,Metro,False,PA,0.977413237,0.7%,0.5%,1528,-18.6%,-31.0%,5482,-7.6%,-23.0%,39,-5,-2,$248K,5.5%,18.1%,1043,-59.8%,-70.1%
"Los Angeles, CA metro area",June 2012,All Residential,Metro,False,CA,0.988610184,0.4%,0.9%,7635,3.2%,11.9%,18825,-6.0%,-41.4%,42,-7,-14,$330K,3.1%,1.9%,7857,-5.9%,-18.4%
"Los Angeles, CA metro area",March 2013,All Residential,Metro,False,CA,1.001906487,0.6%,2.3%,6602,27.1%,-3.3%,9530,-3.0%,-57.8%,20,-4,-44,$390K,8.3%,25.8%,7474,9.9%,-11.3%
"Los Angeles, CA metro area",June 2016,All Residential,Metro,False,CA,0.998563880,0.1%,0.2%,7514,11.1%,-0.3%,17637,5.4%,3.4%,33,-1,4,$544K,0.6%,7.0%,9434,7.6%,0.7%
"Los Angeles, CA metro area",March 2017,All Residential,Metro,False,CA,0.995218636,0.4%,0.0%,6615,45.5%,7.0%,16155,5.9%,3.6%,42,-11,6,$555K,2.8%,6.7%,9033,37.1%,3.3%
"Washington, DC metro area",June 2013,All Residential,Metro,False,DC,0.995516015,0.1%,1.0%,6932,3.6%,11.3%,14889,2.7%,-12.2%,15,1,-13,$387K,4.4%,10.7%,7564,-16.1%,12.8%
"Washington, DC metro area",January 2018,All Residential,Metro,False,DC,0.987632801,-0.2%,0.1%,4093,-25.2%,-1.0%,10549,-7.5%,-11.0%,43,4,-6,$365K,-5.2%,2.2%,5297,55.7%,-2.4%
"Chicago, IL metro area",April 2015,All Residential,Metro,False,IL,0.967952275,0.5%,-0.5%,8115,11.5%,9.2%,35211,7.5%,12.2%,53,-17,8,$210K,5.0%,12.0%,14977,6.9%,5.6%
"Chicago, IL metro area",March 2020,All Residential,Metro,False,IL,0.974485395,0.6%,0.2%,7324,36.5%,3.6%,24648,2.3%,-10.8%,48,-24,-8,$265K,8.6%,8.4%,11114,-1.0%,-18.4%
"Boston, MA metro area",November 2012,All Residential,Metro,False,MA,0.971974501,0.1%,1.2%,3803,10.6%,32.7%,16931,-13.6%,-18.5%,99,-5,-22,$336K,3.4%,5.0%,2780,-32.9%,-2.9%
"Boston, MA metro area",July 2018,All Residential,Metro,False,MA,1.010847256,-0.1%,0.1%,5754,-8.0%,6.1%,8800,-3.3%,1.3%,9,0,-1,$513K,-0.4%,8.0%,5197,-23.4%,2.7%
"Philadelphia, PA metro area",August 2012,All Residential,Metro,False,PA,0.942585365,-0.1%,0.3%,1745,7.2%,19.0%,11634,-0.5%,-9.8%,66,5,-3,$165K,-3.2%,8.0%,2495,2.8%,14.6%
"Philadelphia, PA metro area",December 2012,All Residential,Metro,False,PA,0.937706801,0.2%,0.8%,1522,2.1%,11.9%,10113,-8.3%,-7.6%,69,2,-14,$150K,0.0%,7.7%,1311,-24.5%,-1.4%
"Philadelphia, PA metro area",December 2014,All Residential,Metro,False,PA,0.946943586,0.0%,0.4%,1829,19.4%,14.0%,10533,-8.1%,9.1%,67,13,3,$150K,-1.3%,-1.0%,1562,-18.3%,15.1%
"Philadelphia, PA metro area",April 2015,All Residential,Metro,False,PA,0.949922270,0.4%,0.6%,1884,14.3%,16.4%,11218,4.9%,5.4%,67,-15,5,$160K,4.9%,6.7%,3739,15.1%,2.0%
"Philadelphia, PA metro area",April 2017,All Residential,Metro,False,PA,0.966448928,0.6%,0.6%,2188,0.9%,4.1%,8893,3.9%,-11.4%,42,-8,-10,$189K,8.6%,9.3%,3428,-3.4%,0.0%
"Philadelphia, PA metro area",January 2018,All Residential,Metro,False,PA,0.961306100,-0.1%,0.2%,1747,-20.4%,10.1%,6619,-6.1%,-16.8%,63,6,1,$185K,-2.6%,8.8%,2197,48.3%,-9.6%
"Philadelphia, PA metro area",January 2019,All Residential,Metro,False,PA,0.964671986,0.0%,0.3%,1499,-23.9%,-14.2%,6124,4.7%,-7.5%,48,11,-15,$186K,-2.2%,0.5%,2342,58.6%,6.6%
"Seattle, WA metro area",June 2014,All Residential,Metro,False,WA,1.003639784,0.0%,-0.5%,4377,9.5%,5.2%,8365,9.3%,2.7%,12,-1,0,$385K,5.5%,10.0%,5316,-10.8%,0.2%
"Seattle, WA metro area",September 2014,All Residential,Metro,False,WA,0.994375204,-0.3%,-0.6%,3796,-7.5%,3.1%,9337,-1.9%,-1.7%,21,3,4,$380K,2.1%,7.0%,4226,-7.2%,-0.2%
"Seattle, WA metro area",January 2020,All Residential,Metro,False,WA,0.993829676,0.1%,1.0%,2447,-33.5%,6.6%,3201,-7.9%,-38.3%,39,7,-9,$550K,-3.5%,5.8%,3134,100.1%,-1.8%
"Phoenix, AZ",April 2012,All Residential,Place/City,False,AZ,0.998108703,0.3%,2.4%,2405,-5.1%,-17.1%,5388,-1.9%,-45.9%,42,-7,-23,$116K,10.5%,39.8%,2699,0.6%,-14.3%
"Los Angeles, CA",September 2015,All Residential,Place/City,False,CA,0.998327316,-0.1%,0.4%,2465,-4.0%,9.1%,6455,-0.3%,-3.4%,26,2,-2,$538K,-4.6%,6.5%,2958,-8.5%,1.0%
"Los Angeles, CA",May 2017,All Residential,Place/City,False,CA,1.003276299,-0.2%,0.5%,2678,18.7%,5.9%,6854,2.0%,6.7%,34,0,2,$669K,5.0%,11.4%,3535,9.5%,5.0%
"New York, NY",February 2016,All Residential,Place/City,False,NY,0.965350772,0.1%,,1702,6.0%,,21219,3.5%,,90,1,,$499K,0.8%,,3637,9.4%,
"New York, NY",February 2018,All Residential,Place/City,False,NY,0.965706085,-0.4%,-0.5%,1585,-17.2%,-7.0%,21382,4.0%,-8.2%,78,-1,-12,$630K,1.6%,9.6%,4009,4.3%,13.6%
"New York, NY",July 2018,All Residential,Place/City,False,NY,0.967737189,-0.2%,-0.7%,2154,5.5%,8.5%,23166,-0.3%,5.0%,72,5,-2,$673K,5.8%,10.8%,4099,-12.3%,4.4%
"Houston, TX",March 2015,All Residential,Place/City,False,TX,0.977386723,0.1%,-0.3%,2393,30.1%,-5.7%,6921,1.2%,21.5%,23,-4,-3,$194K,9.3%,8.4%,3463,9.4%,5.7%
"Houston, TX",January 2016,All Residential,Place/City,False,TX,0.965157593,-0.3%,-1.3%,1663,-32.7%,2.8%,8111,2.7%,23.5%,45,7,12,$185K,-7.5%,8.8%,3048,48.5%,-5.0%
"Houston, TX",February 2016,All Residential,Place/City,False,TX,0.969143972,0.4%,-0.7%,1872,12.6%,1.8%,8592,5.9%,25.7%,49,4,22,$183K,-1.0%,3.4%,3521,15.5%,11.2%
"Houston, TX",August 2017,All Residential,Place/City,False,TX,0.971858388,-0.2%,0.0%,2219,-18.0%,-25.7%,10746,-2.1%,12.0%,32,4,2,$214K,1.9%,1.9%,3183,-20.7%,-8.1%
"Houston, TX",July 2020,All Residential,Place/City,False,TX,0.976216916,0.3%,0.3%,3579,23.2%,14.1%,8741,-5.0%,-22.6%,37,-6,7,$260K,4.6%,13.0%,4149,7.3%,1.8%
"Los Angeles, CA metro area",September 2012,All Residential,Metro,False,CA,0.990792342,-0.1%,1.3%,6358,-19.7%,1.0%,14661,-8.1%,-52.0%,36,-2,-24,$349K,3.4%,10.8%,6530,-11.4%,-21.3%
"Los Angeles, CA metro area",November 2016,All Residential,Metro,False,CA,0.992503951,0.0%,0.1%,6052,-2.8%,23.1%,17618,-8.1%,14.2%,42,2,5,$545K,0.9%,9.2%,5713,-21.0%,-2.4%
"Los Angeles, CA metro area",May 2020,All Residential,Metro,False,CA,0.991403113,-0.8%,-0.4%,3164,-17.5%,-52.2%,14901,8.9%,-25.4%,44,6,-2,$635K,-2.3%,0.8%,6355,45.8%,-27.6%
"Los Angeles, CA metro area",June 2020,All Residential,Metro,False,CA,0.992772508,0.1%,-0.4%,4629,46.3%,-26.6%,15090,1.3%,-25.4%,43,-1,-3,$655K,3.1%,2.8%,7224,13.7%,-8.8%
"Chicago, IL metro area",April 2018,All Residential,Metro,False,IL,0.976956275,0.4%,0.1%,9197,16.8%,3.5%,27167,7.8%,-5.0%,31,-17,-3,$253K,3.3%,2.8%,14523,4.7%,9.2%
"Chicago, IL metro area",June 2018,All Residential,Metro,False,IL,0.979766946,0.1%,0.1%,11492,7.6%,-5.7%,30678,5.1%,0.2%,27,1,-2,$265K,3.9%,3.9%,13320,-9.7%,-3.2%
"Boston, MA metro area",April 2014,All Residential,Metro,False,MA,0.988638270,0.6%,0.7%,3280,20.2%,-4.2%,19854,19.7%,-4.1%,76,-18,-9,$367K,1.2%,4.9%,7395,25.8%,-4.9%
"Boston, MA metro area",June 2016,All Residential,Metro,False,MA,1.002291356,0.2%,0.2%,6435,40.0%,3.9%,10471,4.8%,-16.0%,10,-1,0,$449K,5.4%,5.6%,7008,-1.7%,-8.3%
"Phoenix, AZ",February 2018,All Residential,Place/City,False,AZ,0.981615750,0.3%,0.2%,2031,22.5%,12.1%,5504,2.1%,-8.4%,48,-8,-5,$239K,0.7%,6.2%,2551,-3.8%,-0.7%
"Los Angeles, CA",May 2012,All Residential,Place/City,False,CA,0.984729670,0.4%,0.6%,2833,10.8%,24.0%,7535,-5.6%,-38.0%,45,-4,-3,$330K,1.5%,0.0%,3326,5.4%,-13.1%
"Los Angeles, CA",March 2019,All Residential,Place/City,False,CA,0.989849100,0.3%,-1.8%,1968,32.5%,-17.7%,7731,4.8%,34.1%,53,-3,19,$720K,7.9%,5.4%,3066,25.2%,-1.6%
"Los Angeles, CA",May 2019,All Residential,Place/City,False,CA,0.997981457,0.4%,-1.0%,2443,5.4%,-2.6%,8207,4.3%,23.9%,47,-2,16,$725K,-0.3%,2.4%,3386,7.5%,-2.1%
"Los Angeles, CA metro area",July 2013,All Residential,Metro,False,CA,1.010052326,-0.2%,1.8%,7301,4.9%,1.9%,13117,9.9%,-25.8%,15,0,-26,$431K,-0.9%,28.7%,9122,7.2%,20.2%
"Los Angeles, CA metro area",August 2019,All Residential,Metro,False,CA,0.993969957,0.0%,-0.6%,6633,1.3%,-4.7%,19294,-4.1%,0.7%,48,2,10,$637K,-2.0%,1.3%,7407,-7.1%,-12.0%
"Washington, DC metro area",May 2015,All Residential,Metro,False,DC,0.989974633,0.0%,-0.2%,6345,9.9%,5.2%,20327,8.1%,18.0%,20,-7,1,$385K,4.1%,2.7%,9968,-8.3%,2.4%
"Washington, DC metro area",April 2016,All Residential,Metro,False,DC,0.990532586,0.3%,0.1%,6339,19.2%,9.8%,17917,10.8%,-4.7%,24,-23,-3,$373K,3.6%,0.8%,10824,4.1%,-0.4%
"Washington, DC metro area",May 2016,All Residential,Metro,False,DC,0.992313483,0.2%,0.2%,7253,14.4%,14.3%,18229,1.7%,-10.3%,20,-4,0,$385K,3.2%,0.0%,9128,-15.7%,-8.4%
"Washington, DC metro area",November 2018,All Residential,Metro,False,DC,0.988719376,-0.3%,-0.1%,5506,-6.4%,-0.6%,13825,-14.4%,1.9%,48,5,16,$390K,0.0%,1.3%,4614,-29.1%,-7.7%
"Chicago, IL metro area",October 2013,All Residential,Metro,False,IL,0.970232883,-0.3%,1.6%,8179,-2.3%,12.6%,32897,-0.4%,-8.8%,44,3,-22,$175K,-5.4%,14.0%,9404,-7.9%,7.1%
"Chicago, IL metro area",May 2015,All Residential,Metro,False,IL,0.970439787,0.2%,-0.2%,9286,14.4%,8.5%,36538,3.8%,10.7%,42,-11,5,$223K,6.2%,6.2%,14179,-5.3%,0.4%
"Chicago, IL metro area",July 2015,All Residential,Metro,False,IL,0.971264179,-0.1%,-0.2%,10796,-4.9%,11.3%,37744,0.6%,0.8%,40,1,7,$229K,-2.7%,3.9%,12550,-8.1%,-0.2%
"Chicago, IL metro area",November 2017,All Residential,Metro,False,IL,0.969931887,0.0%,0.2%,7243,-10.0%,0.7%,25982,-11.1%,-8.1%,44,3,-5,$227K,0.7%,5.3%,6619,-26.5%,0.7%
"Chicago, IL metro area",January 2020,All Residential,Metro,False,IL,0.964688044,-0.3%,-0.1%,5203,-25.7%,10.8%,23512,-0.7%,-0.3%,64,9,3,$235K,-2.5%,4.4%,8471,88.1%,7.5%
"Boston, MA metro area",February 2012,All Residential,Metro,False,MA,0.956415425,-0.1%,0.0%,2151,2.0%,31.3%,19513,9.2%,3.1%,142,9,-5,$290K,-4.4%,0.0%,4777,28.8%,32.2%
"Boston, MA metro area",December 2015,All Residential,Metro,False,MA,0.983818918,-0.3%,0.3%,4465,21.4%,12.6%,7997,-21.2%,-35.8%,28,5,-58,$400K,0.0%,3.2%,2092,-35.8%,12.1%
"Boston, MA metro area",July 2016,All Residential,Metro,False,MA,1.001601660,-0.1%,0.2%,5411,-15.9%,-15.2%,10268,-1.9%,-16.0%,11,1,-1,$445K,-0.9%,4.7%,5158,-26.4%,-11.1%
"Boston, MA metro area",April 2019,All Residential,Metro,False,MA,0.997301186,0.5%,-1.2%,3735,15.5%,4.9%,8485,13.6%,15.3%,14,-8,4,$485K,2.8%,1.0%,6992,19.4%,-3.7%
"Boston, MA metro area",June 2019,All Residential,Metro,False,MA,1.003235680,0.1%,-0.9%,5646,14.8%,-9.8%,11800,16.9%,29.6%,9,-2,0,$530K,2.2%,2.9%,6524,-20.8%,-3.9%
"Boston, MA metro area",September 2019,All Residential,Metro,False,MA,0.994287272,-0.3%,-0.3%,4137,-26.8%,4.4%,11489,14.9%,11.2%,27,4,11,$490K,-5.4%,4.3%,6443,46.9%,0.3%
"Boston, MA metro area",May 2020,All Residential,Metro,False,MA,0.997179637,-0.7%,-0.5%,3041,-2.5%,-38.2%,8133,14.0%,-19.4%,21,1,10,$530K,-1.1%,2.2%,5456,70.5%,-33.8%
"Philadelphia, PA metro area",June 2015,All Residential,Metro,False,PA,0.959158141,0.2%,0.4%,2607,26.6%,20.6%,11513,0.2%,-1.9%,41,-3,6,$190K,13.1%,9.2%,3176,-7.0%,4.2%
"Philadelphia, PA metro area",July 2015,All Residential,Metro,False,PA,0.958310131,-0.1%,0.5%,2405,-7.7%,19.4%,11477,-0.3%,-5.2%,44,3,9,$180K,-5.3%,5.9%,2910,-8.4%,1.4%
"Philadelphia, PA metro area",March 2016,All Residential,Metro,False,PA,0.952796977,0.5%,0.7%,1874,20.7%,13.6%,10051,4.5%,-6.0%,68,-3,-14,$160K,8.1%,4.9%,3606,34.3%,11.0%
"Seattle, WA metro area",June 2012,All Residential,Metro,False,WA,0.990454891,0.1%,1.6%,3737,4.6%,14.0%,9319,-0.7%,-38.7%,31,-4,-20,$310K,3.7%,8.0%,4202,-5.9%,-5.6%
"Seattle, WA metro area",February 2013,All Residential,Metro,False,WA,0.995359902,0.4%,1.9%,2447,7.3%,7.2%,6149,1.5%,-38.0%,39,-1,-36,$310K,6.9%,19.1%,3710,14.0%,6.6%
"Seattle, WA metro area",February 2015,All Residential,Metro,False,WA,0.997059760,0.6%,0.1%,2617,14.4%,6.1%,5861,0.5%,-12.1%,39,-3,0,$359K,-1.6%,2.9%,3902,21.4%,13.6%
"Seattle, WA metro area",October 2017,All Residential,Metro,False,WA,1.015865758,-0.3%,0.7%,4599,-2.1%,2.6%,4801,-16.1%,-16.7%,10,0,-3,$513K,0.5%,15.8%,4035,-18.9%,12.4%
"Phoenix, AZ",August 2016,All Residential,Place/City,False,AZ,0.979256149,0.0%,0.0%,2249,2.0%,10.8%,6149,-1.8%,6.7%,49,2,6,$220K,2.4%,10.9%,2468,3.9%,5.1%
"Phoenix, AZ",November 2019,All Residential,Place/City,False,AZ,0.983147978,-0.1%,0.2%,1968,-10.3%,8.9%,4337,-6.8%,-24.9%,40,-1,-5,$269K,-0.8%,5.5%,1905,-23.1%,-10.6%
"Phoenix, AZ",January 2020,All Residential,Place/City,False,AZ,0.983066078,0.1%,0.6%,1708,-17.7%,16.3%,3719,2.6%,-37.8%,44,2,-12,$275K,-2.5%,7.4%,2281,67.6%,-13.4%
"Los Angeles, CA",September 2012,All Residential,Place/City,False,CA,0.991603575,0.1%,1.7%,2402,-19.7%,1.8%,5659,-6.2%,-51.1%,32,-2,-21,$365K,4.3%,12.3%,2603,-8.5%,-23.6%
"Los Angeles, CA",June 2019,All Residential,Place/City,False,CA,0.997396717,-0.1%,-1.0%,2298,-5.9%,-12.8%,8353,1.8%,21.6%,48,1,15,$749K,3.3%,2.6%,3087,-8.8%,-6.0%
"Houston, TX",February 2012,All Residential,Place/City,False,TX,0.958050137,0.0%,0.4%,1653,25.1%,11.5%,10105,-0.1%,-23.5%,80,-1,-15,$135K,12.5%,-2.5%,2931,3.4%,-1.6%
"Houston, TX",April 2019,All Residential,Place/City,False,TX,0.972832277,0.2%,0.2%,2839,8.6%,3.9%,10358,3.4%,10.9%,35,-10,7,$230K,1.4%,4.5%,4384,6.1%,1.5%
"Los Angeles, CA metro area",October 2012,All Residential,Metro,False,CA,0.992120561,0.1%,1.3%,7252,14.1%,22.9%,13116,-10.5%,-55.2%,35,-1,-29,$345K,-1.1%,15.0%,7060,8.1%,-10.2%
"Los Angeles, CA metro area",June 2013,All Residential,Metro,False,CA,1.012365668,0.4%,2.4%,6960,-7.1%,-8.8%,11939,10.0%,-36.6%,15,0,-27,$435K,4.5%,31.8%,8508,0.6%,8.3%
"Los Angeles, CA metro area",October 2015,All Residential,Metro,False,CA,0.992898629,-0.1%,0.3%,6481,-2.9%,0.8%,16656,-4.0%,-5.9%,35,3,-2,$499K,0.0%,5.1%,7610,-2.5%,-2.9%
"Washington, DC metro area",June 2012,All Residential,Metro,False,DC,0.985886329,-0.1%,0.8%,6229,6.2%,3.2%,16966,-0.1%,-23.1%,28,2,-9,$350K,3.8%,7.7%,6704,-8.0%,-6.9%
"Washington, DC metro area",January 2015,All Residential,Metro,False,DC,0.979456478,-0.5%,-0.5%,3544,-32.4%,6.9%,14206,-3.2%,12.8%,61,10,14,$340K,-8.1%,3.0%,5304,51.2%,4.2%
"Boston, MA metro area",July 2014,All Residential,Metro,False,MA,0.991774583,-0.3%,0.2%,5566,-0.3%,-4.9%,20798,-6.3%,1.0%,75,1,-5,$405K,-2.2%,4.7%,5229,-21.1%,3.6%
"Philadelphia, PA metro area",August 2017,All Residential,Metro,False,PA,0.968545697,-0.5%,0.3%,2597,3.5%,5.6%,8645,-2.6%,-8.1%,39,3,-5,$189K,-6.8%,4.6%,2894,2.7%,7.7%
"Seattle, WA metro area",August 2015,All Residential,Metro,False,WA,1.007675326,-0.4%,1.0%,4697,-9.6%,14.5%,7220,0.6%,-24.1%,14,3,-4,$413K,0.7%,10.9%,4805,-9.8%,5.5%
"Seattle, WA metro area",January 2019,All Residential,Metro,False,WA,0.984288813,-0.1%,-2.9%,2296,-25.6%,-8.7%,5192,-5.8%,117.1%,48,8,32,$520K,-3.7%,1.1%,3192,146.1%,2.5%
"Seattle, WA metro area",March 2020,All Residential,Metro,False,WA,1.016559976,1.0%,1.9%,3694,25.7%,12.6%,4356,29.9%,-24.5%,7,-9,-12,$590K,2.6%,5.4%,5079,29.4%,-3.8%
"Los Angeles, CA",June 2014,All Residential,Place/City,False,CA,0.998997233,-0.2%,-1.7%,2495,-0.7%,-7.1%,6125,6.9%,25.0%,20,-1,5,$502K,-2.5%,7.6%,3226,-5.0%,-4.8%
"Los Angeles, CA metro area",January 2014,All Residential,Metro,False,CA,0.992040460,-0.3%,-0.2%,4800,-20.2%,-12.4%,12758,8.1%,27.4%,32,7,2,$425K,-3.4%,25.0%,7285,67.5%,5.6%
"Los Angeles, CA metro area",December 2014,All Residential,Metro,False,CA,0.987065905,-0.1%,-0.8%,6016,17.4%,0.0%,13921,-14.9%,17.9%,44,4,19,$469K,0.4%,6.6%,4254,-21.5%,-2.2%
"Los Angeles, CA metro area",December 2015,All Residential,Metro,False,CA,0.990033151,-0.1%,0.3%,6580,33.8%,9.4%,13133,-14.9%,-5.7%,38,1,-6,$510K,2.2%,8.7%,4348,-25.7%,2.2%
"Washington, DC metro area",June 2015,All Residential,Metro,False,DC,0.990340450,0.0%,0.0%,7593,19.7%,15.2%,20713,1.9%,11.5%,23,3,4,$390K,1.3%,0.5%,8519,-14.5%,3.1%
"Chicago, IL metro area",August 2014,All Residential,Metro,False,IL,0.970024667,-0.4%,-0.5%,9085,-6.3%,-9.7%,37404,-0.1%,15.2%,40,7,1,$217K,-1.4%,9.5%,11000,-12.5%,-2.9%
"Chicago, IL metro area",October 2017,All Residential,Metro,False,IL,0.970115181,-0.3%,0.1%,8050,-3.8%,3.1%,29234,-5.7%,-6.8%,41,5,-5,$225K,-3.8%,2.3%,9000,-12.2%,4.3%
"Boston, MA metro area",February 2013,All Residential,Metro,False,MA,0.968689028,-0.1%,1.2%,2083,-18.3%,-3.2%,15207,9.1%,-22.1%,126,12,-16,$318K,-2.3%,9.5%,4001,9.1%,-16.2%
"Boston, MA metro area",November 2013,All Residential,Metro,False,MA,0.980942942,-0.2%,0.9%,3611,-7.7%,-5.0%,16447,-11.9%,-2.9%,80,1,-19,$363K,0.8%,8.0%,2929,-39.7%,5.4%
"Boston, MA metro area",July 2017,All Residential,Metro,False,MA,1.010056023,-0.2%,0.8%,5425,-15.7%,0.3%,8686,-1.9%,-15.4%,10,2,-1,$475K,-0.5%,6.7%,5058,-25.0%,-1.9%
"Boston, MA metro area",September 2017,All Residential,Metro,False,MA,0.999885791,-0.5%,0.6%,4411,-24.4%,-5.4%,9216,11.0%,-14.1%,14,1,-3,$448K,-3.7%,7.0%,6180,26.5%,-0.9%
"Boston, MA metro area",September 2018,All Residential,Metro,False,MA,0.997217504,-0.5%,-0.3%,3964,-33.8%,-10.1%,10331,18.7%,12.1%,16,4,2,$470K,-6.2%,4.9%,6423,29.8%,3.9%
"Boston, MA metro area",November 2019,All Residential,Metro,False,MA,0.993250823,0.0%,0.0%,4029,-5.0%,-9.6%,8395,-22.3%,-4.1%,27,0,10,$490K,1.0%,3.2%,2799,-46.4%,-17.8%
"Boston, MA metro area",December 2019,All Residential,Metro,False,MA,0.989097064,-0.4%,0.1%,4364,8.3%,19.8%,5834,-30.5%,-12.5%,34,7,11,$500K,2.0%,10.4%,1541,-44.9%,-5.9%
"Philadelphia, PA metro area",June 2012,All Residential,Metro,False,PA,0.946712870,0.3%,0.8%,1745,0.4%,5.6%,11815,-1.5%,-11.3%,55,-9,-5,$172K,3.6%,4.2%,2504,-8.1%,-9.2%
"Philadelphia, PA metro area",July 2014,All Residential,Metro,False,PA,0.953248088,-0.2%,0.3%,2014,-6.8%,3.3%,12109,3.2%,7.3%,35,0,-11,$170K,-2.3%,-2.9%,2870,-5.8%,2.2%
"Philadelphia, PA metro area",April 2016,All Residential,Metro,False,PA,0.960278903,0.7%,1.0%,2101,12.1%,11.5%,10032,-0.2%,-10.6%,52,-16,-15,$173K,7.8%,7.8%,3427,-5.0%,-8.3%
"Philadelphia, PA metro area",July 2018,All Residential,Metro,False,PA,0.973780843,-0.4%,0.0%,2596,-14.3%,3.4%,6702,-0.9%,-24.5%,29,0,-7,$208K,-3.4%,2.3%,2863,-9.9%,1.6%
"Philadelphia, PA metro area",October 2018,All Residential,Metro,False,PA,0.967810091,-0.4%,0.2%,2163,7.1%,-1.0%,6926,1.1%,-19.7%,32,-1,-11,$198K,-1.1%,6.8%,2932,5.9%,8.1%
"Seattle, WA metro area",August 2012,All Residential,Metro,False,WA,0.989861867,-0.2%,1.5%,3785,5.3%,20.8%,9192,0.1%,-37.0%,30,2,-24,$312K,0.6%,10.2%,3964,1.2%,1.6%
"Seattle, WA metro area",December 2018,All Residential,Metro,False,WA,0.985691496,-0.3%,-2.4%,3085,-7.9%,-20.0%,5509,-23.3%,124.1%,40,12,25,$540K,-1.8%,1.9%,1297,-50.8%,-20.8%
"Seattle, WA metro area",November 2019,All Residential,Metro,False,WA,0.993703031,-0.1%,0.5%,3536,-12.9%,5.6%,4834,-26.0%,-32.7%,23,4,-5,$557K,-0.5%,1.3%,2312,-37.9%,-12.3%
"Phoenix, AZ",October 2012,All Residential,Place/City,False,AZ,1.010730312,0.3%,2.1%,2159,9.0%,-14.5%,5846,1.7%,-19.2%,37,1,-15,$135K,3.8%,50.2%,2672,4.4%,2.9%
"Phoenix, AZ",October 2015,All Residential,Place/City,False,AZ,0.977502860,-0.2%,0.3%,1905,-4.8%,7.0%,6119,2.3%,-9.6%,45,3,-7,$195K,-2.5%,7.4%,2503,-0.7%,7.7%
"Phoenix, AZ",November 2017,All Residential,Place/City,False,AZ,0.979843924,-0.1%,0.2%,1982,-4.7%,8.5%,5637,-3.6%,-7.8%,48,4,1,$237K,-2.7%,10.3%,2149,-12.7%,2.8%
"Phoenix, AZ",July 2018,All Residential,Place/City,False,AZ,0.986214619,0.1%,0.5%,2429,-3.1%,11.4%,5504,-3.9%,-5.9%,39,1,-2,$255K,-0.9%,10.9%,2417,-15.2%,0.5%
"Los Angeles, CA",May 2013,All Residential,Place/City,False,CA,1.009658524,0.3%,2.5%,2883,11.7%,1.8%,4410,4.0%,-41.5%,15,-3,-30,$449K,4.4%,36.1%,3365,-4.3%,1.2%
